Source,Target,Weight,Type
814,1192,1.2322,Undirected
106,803,3.0668,Undirected
128,4486,7.8706,Undirected
951,1237,2.9221,Undirected
2065,7710,1.0277,Undirected
422,4252,7.1704,Undirected
3956,30883,1.5847,Undirected
261,1372,3.0887,Undirected
221,226,3.4627,Undirected
2009,491,2.3015,Undirected
4808,20436,1.3003,Undirected
422,1241,1.9187,Undirected
45,47,1.1876,Undirected
3723,22760,3.4220,Undirected
26,128,19.0506,Undirected
942,943,1.2957,Undirected
498,803,1.6192,Undirected
1037,10225,1.0173,Undirected
1007,1200,1.6654,Undirected
803,4486,9.4337,Undirected
236,922,1.2658,Undirected
859,9246,4.2954,Undirected
26,18845,2.3244,Undirected
422,2482,2.8957,Undirected
859,491,1.5187,Undirected
535,537,1.0335,Undirected
48,5709,1.3661,Undirected
392,2132,1.3595,Undirected
498,103213,1.3024,Undirected
977,4524,2.0406,Undirected
422,168121,1.0563,Undirected
344043,344045,1.2391,Undirected
498,17871,2.0225,Undirected
909,43883,2.7599,Undirected
422,2065,1.4661,Undirected
6556,30010,1.7920,Undirected
422,1372,1.9235,Undirected
922,3457,2.1587,Undirected
48,491,2.2129,Undirected
26,9538,1.9697,Undirected
2592,18845,1.8234,Undirected
724,767,4.1601,Undirected
39,5009,1.4477,Undirected
60,73,1.2555,Undirected
156,2513,1.2710,Undirected
1302,445280,2.8943,Undirected
422,9246,1.3460,Undirected
7709,13297,1.2462,Undirected
458799,922,1.0099,Undirected
498,18845,1.5899,Undirected
7024,18845,1.2563,Undirected
3407,18845,1.2900,Undirected
1200,2418,2.7128,Undirected
696,4486,1.3815,Undirected
26,1372,2.8491,Undirected
1372,61835,8.1951,Undirected
696,4917,2.4540,Undirected
814,1414,1.3132,Undirected
814,2575,1.2066,Undirected
136,188,1.4600,Undirected
49,422,4.7131,Undirected
922,2592,1.6663,Undirected
38,221,1.3434,Undirected
1200,13297,1.0027,Undirected
26,184,21.2989,Undirected
685,687,1.2035,Undirected
671,915,1.3659,Undirected
1432,3703,1.2701,Undirected
2482,52321,1.4370,Undirected
392,399,5.6830,Undirected
1007,1008,2.0796,Undirected
1007,1601,1.3492,Undirected
1237,18845,5.9420,Undirected
724,859,5.8104,Undirected
221,7710,1.8316,Undirected
922,13257,1.2991,Undirected
1601,2621,2.4631,Undirected
1003,1695,1.7875,Undirected
801,4486,3.9628,Undirected
1601,1736,2.1005,Undirected
38,32,1.7234,Undirected
802,727,1.2778,Undirected
39,491,1.6193,Undirected
71918,92517,1.4386,Undirected
221,7024,1.2994,Undirected
859,994,4.3446,Undirected
977,18845,4.7489,Undirected
236,237,2.4423,Undirected
106,48550,1.2586,Undirected
767,1372,2.8028,Undirected
922,2065,6.7906,Undirected
859,18845,1.4109,Undirected
1512,2467,1.5980,Undirected
1233,9246,1.0436,Undirected
221,814,1.2531,Undirected
922,876818,1.0259,Undirected
859,2418,2.3544,Undirected
72,5398,1.3408,Undirected
128,422,7.3504,Undirected
928,2418,1.0552,Undirected
261,951,1.4914,Undirected
922,17871,1.5829,Undirected
797,2418,2.8288,Undirected
392,11199,1.3117,Undirected
50,87,2.9099,Undirected
803,813,7.6241,Undirected
2169,2592,1.5460,Undirected
49837,51625,1.4101,Undirected
38,47,4.9566,Undirected
184,189,1.2292,Undirected
797,1372,3.8323,Undirected
26,2418,9.1665,Undirected
724,9538,1.1201,Undirected
184,221,9.3265,Undirected
724,6908,1.4194,Undirected
696,7125,1.6483,Undirected
6671,15674,1.0330,Undirected
548,1306,1.3635,Undirected
71918,51360,1.3360,Undirected
1186,30347,1.5155,Undirected
47,422,1.7009,Undirected
928,13958,2.9809,Undirected
188,859,4.8304,Undirected
39,184,1.6619,Undirected
128,803,30.5775,Undirected
909,942,2.1164,Undirected
724,7710,1.3471,Undirected
8,188,3.8687,Undirected
422,7710,1.8758,Undirected
49,498,1.2354,Undirected
184,922,39.1860,Undirected
87,4758,2.9796,Undirected
77,465,1.3480,Undirected
915,1236,1.2275,Undirected
39,422,1.3071,Undirected
38,422,1.8266,Undirected
184,813,1.4872,Undirected
1372,2132,1.1253,Undirected
922,7585,1.2567,Undirected
1555,19258,1.3295,Undirected
188,1555,2.3870,Undirected
161,237,1.5553,Undirected
922,1094,1.2491,Undirected
300,892,1.4352,Undirected
803,804,1.9980,Undirected
922,923,3.9581,Undirected
1380,2009,1.5054,Undirected
1003,491,1.2002,Undirected
2969,4524,3.0197,Undirected
1237,4486,10.2887,Undirected
859,13958,3.7819,Undirected
1432,2008,1.8661,Undirected
922,18845,4.1671,Undirected
400,406,3.4050,Undirected
46271,85718,2.1090,Undirected
60,77,1.3214,Undirected
6416,9538,1.1826,Undirected
184,261,4.2853,Undirected
767,928,1.0968,Undirected
6223,15674,1.3454,Undirected
922,2621,5.8960,Undirected
922,974,1.4829,Undirected
1372,14640,1.4073,Undirected
4486,7024,1.2010,Undirected
49,255822,3.5392,Undirected
1063,1279,1.0270,Undirected
803,7024,1.5107,Undirected
422,26860,2.9990,Undirected
922,1380,1.1656,Undirected
2009,26860,1.2820,Undirected
885,922,2.7691,Undirected
130,392,3.5784,Undirected
1601,3457,1.2469,Undirected
1372,21327,1.1596,Undirected
27,724,2.6442,Undirected
498,1237,2.4781,Undirected
49,2345,1.3192,Undirected
797,1237,37.0119,Undirected
422,1185,4.0850,Undirected
188,671,1.3872,Undirected
184,209,1.8325,Undirected
696,922,2.8697,Undirected
511,17733,1.7886,Undirected
724,18845,3.1360,Undirected
885,7709,1.3049,Undirected
422,44699,1.2403,Undirected
441,1283,1.6464,Undirected
1237,15674,1.2741,Undirected
11873,23848,1.5072,Undirected
923,491,1.9202,Undirected
859,922,14.1455,Undirected
106,1237,1.8899,Undirected
797,1198,1.7659,Undirected
724,802,3.4694,Undirected
2606,9538,1.8156,Undirected
221,2418,2.6898,Undirected
148,2467,2.0087,Undirected
806,814,1.0490,Undirected
38,1241,3.1150,Undirected
977,7453,1.0940,Undirected
39,859,4.7158,Undirected
803,1302,2.7104,Undirected
173,9846,1.5569,Undirected
11150,15866,1.7629,Undirected
8,885,1.1804,Undirected
1302,6528,3.8571,Undirected
1003,2621,1.8848,Undirected
49,4758,2.1094,Undirected
300,2731,1.8267,Undirected
1601,2065,1.1161,Undirected
422,523,1.7751,Undirected
27,5009,1.8174,Undirected
128,136,4.1071,Undirected
188,922,4.4224,Undirected
39,128,1.1869,Undirected
803,1601,1.3470,Undirected
975,5273,1.0836,Undirected
1252,1009312,2.3427,Undirected
221,252,1.6850,Undirected
3105,6842,1.5300,Undirected
184,1237,41.2998,Undirected
128,131,1.8625,Undirected
5398,7710,4.0829,Undirected
261,1009312,1.4583,Undirected
13827,2513,1.0705,Undirected
2592,7024,1.1186,Undirected
159,2513,1.4084,Undirected
1007,15439,1.4656,Undirected
422,671,1.4593,Undirected
39,9246,2.2767,Undirected
797,3490,1.4135,Undirected
155,7710,2.1549,Undirected
47,548,1.0208,Undirected
915,922,2.8280,Undirected
923,2065,1.3101,Undirected
797,3705,2.2957,Undirected
806,821,1.6780,Undirected
859,1372,1.2633,Undirected
400,1512,1.5299,Undirected
39,31307,1.1489,Undirected
1185,2009,1.5147,Undirected
988,18845,1.5339,Undirected
8,2418,1.9508,Undirected
498,922,5.4627,Undirected
146,1432,1.2866,Undirected
155,2467,1.3550,Undirected
39,18845,1.0594,Undirected
459241,3723,1.9753,Undirected
26,27,3.9652,Undirected
863,915,1.3041,Undirected
523,531,3.2369,Undirected
885,1200,1.5291,Undirected
392,1372,3.2256,Undirected
422,2277,1.4157,Undirected
796,797,1.6196,Undirected
1372,4808,4.9467,Undirected
402,18845,2.0998,Undirected
2065,4486,1.8270,Undirected
2074,5009,1.3933,Undirected
392,394,1.3424,Undirected
184,392,1.1479,Undirected
1372,4524,1.1388,Undirected
73,422,1.0297,Undirected
491,2277,1.2069,Undirected
2592,6728,1.1112,Undirected
724,2065,2.1822,Undirected
1200,1601,1.3592,Undirected
922,1736,3.9426,Undirected
3474,7453,1.0119,Undirected
859,915,1.4117,Undirected
724,1237,10.6229,Undirected
8,184,2.1403,Undirected
128,816,1.3432,Undirected
21923,21928,2.8491,Undirected
94,922,1.8370,Undirected
461991,839277,1.0011,Undirected
261,392,1.0513,Undirected
802,977,1.9003,Undirected
136,803,1.0202,Undirected
27,3490,1.4946,Undirected
380315,385234,1.4136,Undirected
803,922,34.7852,Undirected
1555,1568,1.8848,Undirected
1063,17825,1.5174,Undirected
671,859,1.6121,Undirected
128,137,1.1237,Undirected
4195,7125,1.1059,Undirected
671,767,2.5357,Undirected
56908,30010,1.8268,Undirected
26,422,6.7374,Undirected
38,128,1.1769,Undirected
47599,23179,2.3587,Undirected
399,2795,1.1651,Undirected
55,4523,1.4260,Undirected
47,546,1.0537,Undirected
422,797,2.6137,Undirected
724,6416,1.7935,Undirected
922,5709,1.1592,Undirected
153,2467,1.1596,Undirected
933,16863,1.0059,Undirected
922,2606,1.2128,Undirected
392,1446,1.2976,Undirected
465,23884,1.1150,Undirected
977,2585,1.1036,Undirected
236,248,1.3746,Undirected
26,767,6.0598,Undirected
26,2065,3.3170,Undirected
38,6416,2.7976,Undirected
277,7725,1.0276,Undirected
7125,15674,1.6846,Undirected
1241,2606,1.2456,Undirected
797,1696,1.0661,Undirected
859,2065,2.3277,Undirected
37,449,1.2458,Undirected
922,4486,6.7920,Undirected
951,7125,4.2159,Undirected
1372,7655,1.8548,Undirected
3490,6908,1.4524,Undirected
428,181022,2.2496,Undirected
1237,1372,6.9557,Undirected
7125,18845,1.0117,Undirected
2418,7888,1.5974,Undirected
767,803,15.2024,Undirected
2467,17825,5.2701,Undirected
49905,63097,2.9571,Undirected
27,922,1.0968,Undirected
38,797,1.0685,Undirected
803,2592,2.0177,Undirected
3956,91380,6.3783,Undirected
2467,9846,9.2702,Undirected
261,977,1.9002,Undirected
814,821,1.0015,Undirected
1237,5709,1.4452,Undirected
915,988,1.1165,Undirected
988,5079,1.9323,Undirected
2418,7125,3.5830,Undirected
1237,7125,11.4277,Undirected
145209,85718,1.7640,Undirected
988,1589,1.0267,Undirected
696,885,1.2441,Undirected
1192,7024,1.878,1.7471,Undirected
130,829,1.2166,Undirected
221,3398,1.4211,Undirected
2575,6728,1.6972,Undirected
459241,22760,1.9798,Undirected
73,3105,1.2954,Undirected
9846,17825,5.1063,Undirected
6416,14554,1.1616,Undirected
797,1911,2.4952,Undirected
48,60,4.4713,Undirected
184,188,5.0430,Undirected
261,7125,7.7321,Undirected
47,6908,10.5191,Undirected
39,2606,2.1875,Undirected
37,922,1.2295,Undirected
26,2606,1.0502,Undirected
184,7024,2.4637,Undirected
1372,2418,1.3634,Undirected
128,3723,1.4197,Undirected
11150,15800,1.2074,Undirected
465,2008,2.8367,Undirected
39,23735,1.7617,Undirected
1063,2467,1.5632,Undirected
1237,7024,1.9382,Undirected
1185,2008,1.4710,Undirected
300,422,3.1142,Undirected
392,2473,1.2730,Undirected
813,2592,1.3840,Undirected
724,735,1.1527,Undirected
1601,7709,1.6502,Undirected
39,13257,2.8316,Undirected
10679,23735,2.3305,Undirected
724,747,1.7586,Undirected
3952,6514,1.7952,Undirected
922,7125,8.0661,Undirected
767,4195,1.1446,Undirected
3392,60843,1.4351,Undirected
1237,2592,1.2275,Undirected
1707,14554,1.2268,Undirected
237,806,1.8624,Undirected
859,1601,1.0263,Undirected
422,2008,3.6825,Undirected
39,797,2.2175,Undirected
4850,14730,1.2312,Undirected
2509,22760,3.0491,Undirected
2008,2009,6.2794,Undirected
2065,618152,1.0787,Undirected
2084,2509,3.8073,Undirected
599334,61835,1.0011,Undirected
20706,25413,1.6512,Undirected
922,1200,4.3365,Undirected
449,1380,1.8703,Undirected
393,15918,1.4505,Undirected
748,25116,1.3036,Undirected
184,422,3.8736,Undirected
797,2065,1.3376,Undirected
145,5398,1.5777,Undirected
106,184,1.7367,Undirected
32,5009,1.0387,Undirected
128,797,17.3926,Undirected
797,2592,6.1423,Undirected
859,4486,3.3320,Undirected
465,9336,1.3013,Undirected
39,803,1.1470,Undirected
45,724,1.3839,Undirected
221,236,4.3962,Undirected
39,13258,1.7460,Undirected
184,201,1.7286,Undirected
400,1252,1.2670,Undirected
94,6223,1.7716,Undirected
523,5398,1.7308,Undirected
221,1601,1.1940,Undirected
767,2170,2.1365,Undirected
221,915,1.0256,Undirected
146,2513,3.6362,Undirected
671,1237,15.0045,Undirected
27,47,2.4958,Undirected
2008,3703,2.1464,Undirected
128,977,1.0315,Undirected
146,7710,2.0852,Undirected
261,7710,1.2703,Undirected
696,1138,3.5815,Undirected
1233,2553,1.3488,Undirected
188,1237,3.6558,Undirected
39,45,1.2866,Undirected
48,724,1.7475,Undirected
94,1200,2.8252,Undirected
400,18845,1.2318,Undirected
767,1200,1.9780,Undirected
428,2482,1.6282,Undirected
459241,821,1.9741,Undirected
